state,yearOfLoss,floodEvent,occupancyType,count,amountPaidOnBuildingClaim,amountPaidOnContentsClaim,amountPaidOnIncreasedCostOfComplianceClaim,buildingDamageAmount,contentsDamageAmount
NC,2004,Hurricane Alex,6.0,18,211378.13999999998,51766.24,0.0,252120.0,91919.0
NC,2004,Hurricane Charley,1.0,476,613871.35,98219.45,14843.76,789788.0,129427.0
NC,2004,Hurricane Charley,2.0,41,5982.69,0.0,0.0,8482.0,0.0
NC,2004,Hurricane Charley,3.0,1,0.0,0.0,0.0,0.0,0.0
NC,2004,Hurricane Charley,4.0,13,13509.4,1634.2,0.0,14509.0,2634.0
NC,2004,Hurricane Charley,6.0,3,0.0,0.0,0.0,0.0,0.0
NC,2004,Tropical Storm Ivan,1.0,246,2631500.69,287099.22,302934.91000000003,2870657.0,334366.0
NC,2004,Tropical Storm Ivan,2.0,13,119000.64,4829.780000000001,0.0,124017.0,5829.0
NC,2004,Tropical Storm Ivan,3.0,9,240105.88,78743.23000000001,45000.0,258943.0,93812.0
NC,2004,Tropical Storm Ivan,4.0,95,3282422.03,1210897.59,0.0,3454732.0,1310347.0
NC,2004,Tropical Storm Ivan,6.0,18,461525.5,98176.26,0.0,484165.0,107680.0
NC,2005,Hurricane Cindy,1.0,8,99416.77,9492.02,0.0,108420.0,12578.0
NC,2005,Hurricane Cindy,4.0,1,221454.65,79867.19,0.0,224455.0,82868.0
NC,2005,Hurricane Cindy,6.0,1,0.0,0.0,0.0,0.0,0.0
NC,2005,Hurricane Ophelia,1.0,999,7481462.42,1103890.15,119555.0,8210534.0,1347708.0
NC,2005,Hurricane Ophelia,2.0,105,776339.07,81426.52,0.0,824599.0,108284.0
NC,2005,Hurricane Ophelia,3.0,24,1017354.86,29809.92,0.0,1029187.0,40044.0
NC,2005,Hurricane Ophelia,4.0,83,1694600.51,688509.61,30000.0,1814852.0,843811.0
NC,2005,Hurricane Ophelia,6.0,12,154656.81,186408.59,0.0,161658.0,189837.0
NC,2006,Tropical Storm Ernesto,1.0,626,6899513.08,1295369.71,40310.01,7478690.0,1552630.0
NC,2006,Tropical Storm Ernesto,2.0,15,172827.02,19051.88,0.0,182746.0,23098.0
NC,2006,Tropical Storm Ernesto,3.0,5,58292.36,0.0,0.0,61478.0,0.0
NC,2006,Tropical Storm Ernesto,4.0,41,533884.5,244200.46,0.0,577517.0,261366.0
NC,2006,Tropical Storm Ernesto,6.0,10,238829.89,47952.719999999994,0.0,245365.0,50955.0
NC,2008,Hurricane Hanna,1.0,53,261093.59,21844.36,0.0,278579.0,28271.0
NC,2008,Hurricane Hanna,2.0,1,0.0,0.0,0.0,0.0,0.0
NC,2008,Hurricane Hanna,3.0,11,1023736.35,0.0,0.0,1019620.0,0.0
NC,2008,Hurricane Hanna,4.0,13,235883.52,34877.54,0.0,252426.0,38489.0
NC,2008,Hurricane Hanna,6.0,5,47000.69,2041.83,0.0,52385.0,2667.0
NC,2011,Hurricane Irene,1.0,8383,114278075.0,15714208.88,12476817.72,125610923.0,24659409.0
NC,2011,Hurricane Irene,2.0,150,1627361.98,80436.74,75089.0,1813931.0,133563.0
NC,2011,Hurricane Irene,3.0,161,3286637.11,93815.77,0.0,3532827.0,112638.0
NC,2011,Hurricane Irene,4.0,368,10562106.05,2548758.16,404748.55,11415042.0,3030417.0
NC,2011,Hurricane Irene,6.0,275,9156702.93,2369476.44,60000.0,10612178.0,3005788.0
NC,2012,Hurricane Sandy,1.0,589,6555909.28,501087.52,0.0,7285010.0,927940.0
NC,2012,Hurricane Sandy,2.0,38,420458.31,29133.79,0.0,462488.0,49440.0
NC,2012,Hurricane Sandy,3.0,16,481197.42000000004,9494.65,0.0,401047.0,14495.0
NC,2012,Hurricane Sandy,4.0,34,1385734.42,320376.02,0.0,1420727.0,359017.0
NC,2012,Hurricane Sandy,6.0,38,895978.93,140917.95,0.0,952938.0,182504.0
NC,2014,Mid-spring storms,1.0,47,478853.27999999997,48174.1,0.0,479931.0,64158.0
NC,2014,Mid-spring storms,3.0,1,70322.74,0.0,0.0,71322.0,0.0
NC,2014,Mid-spring storms,4.0,2,47089.33,13461.3,0.0,51088.0,17461.0
NC,2014,Mid-spring storms,6.0,4,304028.22,30646.59,0.0,343664.0,35646.0
NC,2015,October severe storms,1.0,376,3705645.7,579097.79,30000.0,4079352.0,723767.0
NC,2015,October severe storms,2.0,18,206524.59,0.0,0.0,223946.0,0.0
NC,2015,October severe storms,3.0,22,1093817.06,0.0,0.0,1102991.0,0.0
NC,2015,October severe storms,4.0,11,110350.98999999999,2069.03,0.0,122956.0,4690.0
NC,2015,October severe storms,6.0,39,206095.74,67715.31,0.0,248385.0,90538.0
NC,2016,Hurricane Matthew,1.0,4909,96862435.62,14044417.23,2729979.72,99531335.0,17481045.0
NC,2016,Hurricane Matthew,2.0,178,8902009.25,58758.200000000004,0.0,9411352.0,82003.0
NC,2016,Hurricane Matthew,3.0,136,17079528.61,44225.31,0.0,18114241.0,39973.0
NC,2016,Hurricane Matthew,4.0,108,8918888.56,2248298.51,30000.0,9618855.0,2579950.0
NC,2016,Hurricane Matthew,6.0,598,42369995.13,11195919.9,180000.0,47303006.0,15717086.0
NC,2018,Hurricane Florence,1.0,13762,450546994.32,70163836.4,6427106.31,445372893.0,80999428.0
NC,2018,Hurricane Florence,2.0,513,16517801.06,746393.28,180000.0,17640415.0,938255.0
NC,2018,Hurricane Florence,3.0,248,20026289.169999998,495578.76999999996,0.0,19879668.0,548268.0
NC,2018,Hurricane Florence,4.0,162,11357948.09,2021973.49,0.0,12892625.0,2370106.0
NC,2018,Hurricane Florence,6.0,652,42748617.48,15649504.8,100362.41,47747358.0,18856129.0
NC,2018,Hurricane Michael,1.0,462,4088311.64,413482.69,60000.0,4468610.0,562382.0
NC,2018,Hurricane Michael,2.0,3,72859.57,5436.24,0.0,75432.0,6686.0
NC,2018,Hurricane Michael,3.0,30,502505.47,0.0,0.0,498818.0,0.0
NC,2018,Hurricane Michael,4.0,5,169651.28999999998,40907.95,0.0,185459.0,47980.0
NC,2018,Hurricane Michael,6.0,48,1388235.73,573513.88,30000.0,1547244.0,635949.0
NC,2020,Hurricane Eta,1.0,231,3865761.18,506323.88,8425.0,4103796.0,617094.0
NC,2020,Hurricane Eta,2.0,20,892681.17,45191.63,0.0,1280509.0,54218.0
NC,2020,Hurricane Eta,3.0,6,669662.66,0.0,0.0,630568.0,0.0
NC,2020,Hurricane Eta,4.0,4,590511.08,316011.22,0.0,614813.0,338728.0
NC,2020,Hurricane Eta,6.0,19,1549637.78,738670.99,0.0,1587045.0,831228.0
NC,2020,Hurricane Isaias,1.0,886,6978144.65,587649.98,0.0,8046546.0,932337.0
NC,2020,Hurricane Isaias,2.0,31,503803.13,55892.36,0.0,514136.0,71836.0
NC,2020,Hurricane Isaias,3.0,18,574147.42,0.0,0.0,576572.0,0.0
NC,2020,Hurricane Isaias,4.0,2,24621.09,4145.9,0.0,26621.0,6146.0
NC,2020,Hurricane Isaias,6.0,31,1601836.28,417828.66,0.0,1660123.0,587764.0
NC,2020,Hurricane Zeta,1.0,13,141369.21,9687.45,0.0,157122.0,11937.0
NC,2020,Hurricane Zeta,2.0,2,0.0,0.0,0.0,0.0,0.0
NC,2020,Hurricane Zeta,4.0,1,0.0,0.0,0.0,0.0,0.0
NC,2020,Hurricane Zeta,6.0,7,65058.9,49799.93,0.0,74172.0,66029.0
NC,2021,Hurricane Elsa,1.0,1,19830.84,0.0,0.0,20421.0,91.0
NC,2021,Hurricane Elsa,4.0,1,14023.55,0.0,0.0,16024.0,928.0
NC,2021,Tropical Storm Fred,1.0,187,8367248.77,967623.95,76600.0,8578568.0,1203295.0
NC,2021,Tropical Storm Fred,3.0,8,1065500.0,0.0,0.0,1198848.0,0.0
NC,2021,Tropical Storm Fred,4.0,4,133041.38,0.0,0.0,188250.0,0.0
NC,2021,Tropical Storm Fred,6.0,33,2719375.89,523610.22,0.0,3123186.0,760240.0
NC,2022,Hurricane Ian,1.0,48,386223.19,57462.88,0.0,449496.0,94228.0
NC,2022,Hurricane Ian,2.0,4,92932.89,0.0,0.0,99159.0,0.0
NC,2022,Hurricane Ian,3.0,2,154798.16,0.0,0.0,156569.0,0.0
NC,2022,Hurricane Ian,6.0,1,67675.5,9535.99,0.0,70676.0,12536.0
NC,2022,Hurricane Ian,11.0,86,670018.3,86981.81,0.0,804271.0,123155.0
NC,2022,Hurricane Ian,12.0,4,69414.01000000001,315.47,0.0,84664.0,2359.0
NC,2022,Hurricane Ian,14.0,2,13102.07,0.0,0.0,16102.0,0.0
NC,2022,Hurricane Ian,15.0,13,31593.23,0.0,0.0,38591.0,0.0
NC,2022,Hurricane Ian,18.0,8,88322.4,11786.92,0.0,112145.0,15404.0
NH,1987,Flooding,1.0,175,654167.5700000001,109718.69,0.0,2515300.0,136071.0
NH,1987,Flooding,2.0,17,44506.229999999996,5585.0,0.0,302360.0,8130.0
NH,1987,Flooding,3.0,18,71692.12,0.0,0.0,75476.0,100.0
NH,1987,Flooding,4.0,32,177086.71000000002,161215.99,0.0,196808.0,175034.0
NH,1990,Flooding,4.0,2,250.0,0.0,0.0,750.0,0.0
NH,1991,"The ""Halloween"" Storm",1.0,180,1180673.69,173501.71,0.0,1460883.0,259495.0
NH,1991,"The ""Halloween"" Storm",2.0,22,49921.55,10470.85,0.0,63031.0,13388.0
NH,1991,"The ""Halloween"" Storm",3.0,11,239452.36,18886.59,0.0,270879.0,21741.0
NH,1991,"The ""Halloween"" Storm",4.0,26,149680.97,2220.0,0.0,213598.0,3650.0
NH,1996,Flooding,1.0,143,951815.23,107296.75,0.0,1143217.0,165497.0
NH,1996,Flooding,2.0,29,168733.54,14773.95,0.0,200949.0,21322.0
NH,1996,Flooding,3.0,10,144368.02,0.0,0.0,154779.0,0.0
NH,1996,Flooding,4.0,22,478430.78,15507.9,0.0,512637.0,36103.0
NH,2010,Nor'easter,1.0,89,416883.89,45517.03,0.0,478441.0,62428.0
NH,2010,Nor'easter,2.0,9,63253.94,5216.98,0.0,76755.0,5716.0
NH,2010,Nor'easter,3.0,15,302328.39,0.0,0.0,340019.0,0.0
NH,2010,Nor'easter,4.0,11,329312.81,16592.62,0.0,403315.0,18594.0
NH,2010,Nor'easter,6.0,8,151368.97,0.0,0.0,154868.0,0.0
NH,2011,Hurricane Irene,1.0,88,1372541.02,103626.81,30000.0,1540729.0,143647.0
NH,2011,Hurricane Irene,2.0,5,99789.32,0.0,0.0,130792.0,0.0
NH,2011,Hurricane Irene,3.0,6,65199.29000000001,0.0,0.0,121604.0,0.0
NH,2011,Hurricane Irene,4.0,38,919726.36,18839.99,0.0,1206086.0,24304.0
NH,2011,Hurricane Irene,6.0,6,646598.18,0.0,0.0,1070765.0,971.0
NJ,1978,Flooding,1.0,199,268957.51,74061.65,0.0,327362.0,89163.0
NJ,1978,Flooding,2.0,18,24371.09,8730.05,0.0,27469.0,9182.0
NJ,1978,Flooding,3.0,17,85150.05,27095.940000000002,0.0,2868531.0,28297.0
NJ,1978,Flooding,4.0,48,199877.12,360618.12,0.0,208245.0,550318.0
NJ,1979,Not a named storm,1.0,828,899585.01,636579.44,0.0,1123296.0,924530.0
NJ,1979,Not a named storm,2.0,119,110899.19,79345.08,0.0,137332.0,109092.0
NJ,1979,Not a named storm,3.0,34,26816.62,11729.72,0.0,33218.0,16085.0
NJ,1979,Not a named storm,4.0,193,200486.68,1542590.96,0.0,237021.0,1792415.0
NJ,1980,Flooding,1.0,1094,2967095.8,927105.14,0.0,3543869.0,1465218.0
NJ,1980,Flooding,2.0,214,370584.95,128690.11,0.0,440847.0,182179.0
NJ,1980,Flooding,3.0,34,106745.33,19444.8,0.0,133776.0,22391.0
NJ,1980,Flooding,4.0,169,533341.82,644825.18,0.0,624923.0,942493.0
NJ,1980,Not a named storm,1.0,441,565635.51,347835.77,0.0,725770.0,507524.0
NJ,1980,Not a named storm,2.0,21,12209.95,10715.19,0.0,15863.0,19064.0
NJ,1980,Not a named storm,3.0,1,0.0,0.0,0.0,0.0,0.0
NJ,1980,Not a named storm,4.0,47,41633.21,283004.24,0.0,46464.0,340596.0
NJ,1984,Flooding,1.0,6361,27978439.82,9979901.89,0.0,37193797.0,14983750.0
NJ,1984,Flooding,2.0,1037,2822131.51,895032.64,0.0,3944917.0,1389435.0
NJ,1984,Flooding,3.0,207,703595.68,107753.87,0.0,986226.0,169368.0
NJ,1984,Flooding,4.0,866,5440269.63,7003806.13,0.0,7853674.0,11716676.0
NJ,1985,Hurricane Gloria,1.0,2071,5709827.1,1784317.01,0.0,7012787.0,2667395.0
NJ,1985,Hurricane Gloria,2.0,699,1915333.35,555064.95,0.0,2502425.0,817179.0
NJ,1985,Hurricane Gloria,3.0,162,724893.3099999999,71682.2,0.0,927065.0,104502.0
NJ,1985,Hurricane Gloria,4.0,447,3155227.83,3090490.48,0.0,3591374.0,3701476.0
NJ,1987,Flooding,1.0,503,649796.03,297080.63,0.0,870314.0,871197.0
NJ,1987,Flooding,2.0,16,17045.23,7642.5,0.0,22603.0,10996.0
NJ,1987,Flooding,3.0,11,223201.65,0.0,0.0,277248.0,0.0
NJ,1987,Flooding,4.0,33,79435.25,226625.22999999998,0.0,112141.0,240003.0
NJ,1989,Flooding,1.0,485,1314599.84,413146.23,0.0,2322058.0,754056.0
NJ,1989,Flooding,2.0,19,23616.35,1325.0,0.0,73518.0,3340.0
NJ,1989,Flooding,3.0,14,96819.35,5978.0,0.0,129487.0,8380.0
NJ,1989,Flooding,4.0,32,168358.34,149127.4,0.0,223103.0,171035.0
NJ,1991,"The ""Halloween"" Storm",1.0,1228,4458374.33,1012618.42,0.0,6102217.0,2005251.0
NJ,1991,"The ""Halloween"" Storm",2.0,305,1372073.44,233803.21,0.0,1785456.0,435987.0
NJ,1991,"The ""Halloween"" Storm",3.0,57,273062.13,18928.43,0.0,309698.0,28535.0
NJ,1991,"The ""Halloween"" Storm",4.0,166,1650166.88,920234.99,0.0,1908430.0,1162290.0
NJ,1991,"The ""Halloween"" Storm",6.0,5,50791.729999999996,10159.810000000001,0.0,55400.0,11660.0
NJ,1992,December Storm - Nor'easter,1.0,12606,103975388.58,19417669.64,0.0,121291584.0,35815070.0
NJ,1992,December Storm - Nor'easter,2.0,2332,16589455.09,2254324.71,0.0,19788877.0,3315341.0
NJ,1992,December Storm - Nor'easter,3.0,626,6614179.59,477347.09,0.0,7668115.0,590054.0
NJ,1992,December Storm - Nor'easter,4.0,995,19927783.03,10099981.67,0.0,23590239.0,12914347.0
NJ,1992,December Storm - Nor'easter,6.0,26,229852.79,91117.41,0.0,290309.0,109960.0
NJ,1992,Flooding,1.0,1675,8288481.6,2240977.87,0.0,10224613.0,3268262.0
NJ,1992,Flooding,2.0,702,4009204.61,747555.14,0.0,4869818.0,1125586.0
NJ,1992,Flooding,3.0,153,1076105.27,89244.8,0.0,1230208.0,116506.0
NJ,1992,Flooding,4.0,284,3302945.11,2159871.57,0.0,4106607.0,2572894.0
NJ,1992,Flooding,6.0,1,4340.0,0.0,0.0,6340.0,0.0
NJ,1994,Flooding,1.0,923,3576584.1,785472.41,0.0,4746284.0,1250373.0
NJ,1994,Flooding,2.0,423,1965160.89,344371.96,0.0,2461518.0,522155.0
NJ,1994,Flooding,3.0,73,413440.1,18823.88,0.0,496399.0,34914.0
NJ,1994,Flooding,4.0,236,2092659.69,2205480.35,0.0,2548791.0,2657401.0
NJ,1994,Flooding,6.0,2,14238.060000000001,0.0,0.0,16989.0,0.0
NJ,1996,Flooding,1.0,1457,8768372.92,1891203.73,0.0,10497722.0,2541367.0
NJ,1996,Flooding,2.0,221,1235386.25,96313.07,0.0,1633163.0,131341.0
NJ,1996,Flooding,3.0,43,817640.54,5519.76,0.0,1103799.0,8204.0
NJ,1996,Flooding,4.0,195,2996067.04,4494874.61,0.0,3534612.0,4974824.0
NJ,1996,Flooding,6.0,12,164748.69,1369.25,0.0,176766.0,2106.0
NJ,1997,Flooding,1.0,345,1587701.77,309083.99,0.0,1863804.0,383979.0
NJ,1997,Flooding,2.0,21,61268.909999999996,2524.38,0.0,74774.0,3275.0
NJ,1997,Flooding,3.0,5,24968.09,0.0,0.0,27896.0,0.0
NJ,1997,Flooding,4.0,36,587256.48,293690.27999999997,0.0,614103.0,378657.0
NJ,1998,Flooding,1.0,1138,5138008.17,1143026.41,149291.2,6124865.0,1520330.0
NJ,1998,Flooding,2.0,472,2821292.1,468062.16000000003,15000.0,3147963.0,603780.0
NJ,1998,Flooding,3.0,62,482732.01,28475.46,0.0,526147.0,36382.0
NJ,1998,Flooding,4.0,202,2778460.42,1594985.58,0.0,2963532.0,1773570.0
NJ,1998,Flooding,6.0,4,26624.82,18300.45,0.0,29986.0,19492.0
NJ,1999,Hurricane Floyd,1.0,5503,66303204.43,12181057.41,99414.0,74135606.0,15337187.0
NJ,1999,Hurricane Floyd,2.0,797,12104044.68,683392.55,0.0,13574034.0,881213.0
NJ,1999,Hurricane Floyd,3.0,159,6820397.29,129695.56,0.0,7901714.0,149001.0
NJ,1999,Hurricane Floyd,4.0,618,19907880.31,21879210.1,0.0,21834737.0,31639519.0
NJ,1999,Hurricane Floyd,6.0,52,2327798.02,1163426.06,0.0,2454707.0,1374462.0
NJ,2000,Flooding,1.0,115,669343.09,145080.65,0.0,898817.0,183692.0
NJ,2000,Flooding,2.0,23,84119.63,484.79,0.0,110599.0,2172.0
NJ,2000,Flooding,3.0,2,7332.27,0.0,0.0,8332.0,0.0
NJ,2000,Flooding,4.0,34,767520.14,855799.9199999999,0.0,1480399.0,3291469.0
NJ,2005,Torrential rain,1.0,1334,14662776.3,2666360.59,60000.0,16078436.0,3189652.0
NJ,2005,Torrential rain,2.0,140,1547823.93,61458.35,0.0,1888697.0,81846.0
NJ,2005,Torrential rain,3.0,30,581776.52,14258.08,0.0,613287.0,17258.0
NJ,2005,Torrential rain,4.0,64,1081472.55,982589.99,0.0,1153745.0,1015615.0
NJ,2005,Torrential rain,6.0,11,305791.26,65695.19,0.0,327796.0,68697.0
NJ,2007,Nor'easter,1.0,4893,75716756.05,12650852.16,268349.5,79586994.0,15612195.0
NJ,2007,Nor'easter,2.0,895,14964238.99,562234.52,0.0,16302307.0,833799.0
NJ,2007,Nor'easter,3.0,175,6871699.79,98156.31,0.0,7727889.0,109068.0
NJ,2007,Nor'easter,4.0,466,19530426.54,14657443.58,0.0,21090362.0,18402474.0
NJ,2007,Nor'easter,6.0,93,5066539.7,3758486.88,0.0,5378580.0,5683956.0
NJ,2010,Nor'easter,1.0,4239,52900906.54,9260663.38,238020.2,56236312.0,11492341.0
NJ,2010,Nor'easter,2.0,524,6134667.25,219047.71000000002,0.0,7080300.0,336766.0
NJ,2010,Nor'easter,3.0,95,3181828.39,6300.700000000001,0.0,3467628.0,10975.0
NJ,2010,Nor'easter,4.0,326,14119748.49,8967756.04,30000.0,15333574.0,11018261.0
NJ,2010,Nor'easter,6.0,86,3246135.24,2169097.58,0.0,3577689.0,2365969.0
NJ,2011,Hurricane Irene,1.0,13971,336168110.16,42550859.33,5190177.78,347539305.0,54622108.0
NJ,2011,Hurricane Irene,2.0,1990,36847705.81,1849304.29,44000.0,41618223.0,2517470.0
NJ,2011,Hurricane Irene,3.0,610,23321667.49,341723.0,0.0,28099742.0,462060.0
NJ,2011,Hurricane Irene,4.0,985,57737132.58,33103023.69,0.0,63167464.0,43128449.0
NJ,2011,Hurricane Irene,6.0,569,43147022.9,19149297.6,30000.0,48004782.0,23903661.0
NJ,2011,Late winter storms,1.0,1846,23546178.23,3604753.38,9200.0,26077367.0,4784255.0
NJ,2011,Late winter storms,2.0,140,1589253.55,147034.88,0.0,1879370.0,181522.0
NJ,2011,Late winter storms,3.0,31,231368.49,0.0,0.0,259376.0,2119.0
NJ,2011,Late winter storms,4.0,116,3408245.36,2417235.91,0.0,3660432.0,2858591.0
NJ,2011,Late winter storms,6.0,40,1242496.56,233096.55,0.0,1319060.0,253171.0
NJ,2012,Hurricane Sandy,1.0,59278,2812206095.53,336254348.73,229483114.18,2866821256.0,408551402.0
NJ,2012,Hurricane Sandy,2.0,9678,293937581.18,17867942.39,10492900.95,311991200.0,22620767.0
NJ,2012,Hurricane Sandy,3.0,2892,255558420.01,4718166.76,150787.46,259395696.0,5635871.0
NJ,2012,Hurricane Sandy,4.0,1832,170732322.47,53206897.31,254650.4,193410274.0,75255670.0
NJ,2012,Hurricane Sandy,6.0,1303,140792662.68,45587678.05,180000.0,160196981.0,67429381.0
NJ,2014,Mid-spring storms,1.0,252,1745313.34,266065.97000000003,60000.0,2039177.0,332554.0
NJ,2014,Mid-spring storms,2.0,36,231591.53,17997.27,0.0,289324.0,28797.0
NJ,2014,Mid-spring storms,3.0,14,290148.25,0.0,0.0,335939.0,547.0
NJ,2014,Mid-spring storms,4.0,30,842656.85,197333.19,30000.0,895417.0,262416.0
NJ,2014,Mid-spring storms,6.0,26,518483.92000000004,583461.78,0.0,626374.0,694289.0
NJ,2016,Winter Storm Jonas,1.0,744,7795950.63,778954.61,327706.47,9169819.0,1182544.0
NJ,2016,Winter Storm Jonas,2.0,425,4632128.91,331759.41,90000.0,5298905.0,474404.0
NJ,2016,Winter Storm Jonas,3.0,101,3365689.63,5723.28,0.0,3269105.0,11723.0
NJ,2016,Winter Storm Jonas,4.0,39,970704.26,496580.13,0.0,1298508.0,590930.0
NJ,2016,Winter Storm Jonas,6.0,158,5410297.57,1450302.16,0.0,5929850.0,1642970.0
NJ,2020,Hurricane Isaias,1.0,65,490814.29,18289.27,0.0,522487.0,26541.0
NJ,2020,Hurricane Isaias,2.0,4,40132.990000000005,0.0,0.0,23740.0,0.0
NJ,2020,Hurricane Isaias,3.0,7,299005.33,0.0,0.0,311005.0,0.0
NJ,2020,Hurricane Isaias,6.0,5,175386.21,0.0,0.0,229386.0,6121.0
NJ,2021,Hurricane Elsa,1.0,23,116312.8,2569.88,0.0,153254.0,6070.0
NJ,2021,Hurricane Elsa,2.0,4,24191.18,0.0,0.0,28697.0,156.0
NJ,2021,Hurricane Elsa,3.0,7,67660.69,0.0,0.0,76910.0,0.0
NJ,2021,Hurricane Elsa,6.0,5,698832.36,50810.29,0.0,746458.0,56810.0
NJ,2021,Hurricane Ida,1.0,4661,139009704.61,15591358.64,30000.0,140946192.0,19221343.0
NJ,2021,Hurricane Ida,2.0,984,26245099.56,1242208.76,0.0,28580338.0,1644393.0
NJ,2021,Hurricane Ida,3.0,542,45956065.72,363967.06,25000.0,52801414.0,487687.0
NJ,2021,Hurricane Ida,4.0,122,9351795.49,3134439.38,0.0,12518900.0,4171186.0
NJ,2021,Hurricane Ida,6.0,720,72976159.83,36870685.589999996,0.0,81687014.0,46333072.0
NJ,2021,Tropical Storm Henri,1.0,138,2019903.6199999999,317252.08,21103.0,2203223.0,375847.0
NJ,2021,Tropical Storm Henri,2.0,36,2106138.1,81358.19,0.0,2160100.0,89988.0
NJ,2021,Tropical Storm Henri,3.0,10,315522.8,0.0,0.0,361094.0,0.0
NJ,2021,Tropical Storm Henri,4.0,2,24495.77,0.0,0.0,26495.0,0.0
NJ,2021,Tropical Storm Henri,6.0,15,458246.3,78992.43000000001,0.0,477748.0,82624.0
NY,1978,Flooding,1.0,422,1057442.3,282281.08,0.0,1661253.0,369484.0
NY,1978,Flooding,2.0,41,120893.4,40835.5,0.0,126630.0,44881.0
NY,1978,Flooding,3.0,18,79790.5,9324.25,0.0,82993.0,12868.0
NY,1978,Flooding,4.0,56,259753.82,254017.91,0.0,302559.0,277509.0
NY,1979,Not a named storm,1.0,3156,3068962.73,3997303.03,0.0,3687061.0,4699258.0
NY,1979,Not a named storm,2.0,718,747699.64,1012580.43,0.0,865134.0,1156314.0
NY,1979,Not a named storm,3.0,86,203995.14,84027.16,0.0,214409.0,114531.0
NY,1979,Not a named storm,4.0,417,803179.89,2621889.4,0.0,934196.0,2882262.0
NY,1980,Flooding,1.0,1794,1439485.84,1387620.45,0.0,1782185.0,1984716.0
NY,1980,Flooding,2.0,360,175679.03,333754.48,0.0,233885.0,477272.0
NY,1980,Flooding,3.0,58,116610.15,58592.53,0.0,126608.0,92133.0
NY,1980,Flooding,4.0,298,556658.81,1743537.03,0.0,606054.0,2056438.0
NY,1980,Not a named storm,1.0,1206,1114791.75,1020434.74,0.0,1347107.0,1288857.0
NY,1980,Not a named storm,2.0,225,166233.44,191074.51,0.0,205720.0,250198.0
NY,1980,Not a named storm,3.0,45,83518.23,39308.75,0.0,90366.0,47398.0
NY,1980,Not a named storm,4.0,256,331055.14,1586286.92,0.0,362185.0,1968709.0
NY,1981,Flooding,1.0,566,798675.66,530399.49,0.0,982372.0,827229.0
NY,1981,Flooding,2.0,74,80480.63,78258.99,0.0,119537.0,113019.0
NY,1981,Flooding,3.0,9,19278.61,11405.0,0.0,31806.0,19805.0
NY,1981,Flooding,4.0,107,184703.28,395917.42,0.0,269987.0,475051.0
NY,1984,Flooding,1.0,1116,2140661.52,563812.28,0.0,5703984.0,972198.0
NY,1984,Flooding,2.0,92,219536.9,49106.58,0.0,410462.0,63922.0
NY,1984,Flooding,3.0,51,71293.75,15907.92,0.0,249815.0,22710.0
NY,1984,Flooding,4.0,98,162211.19,256159.42,0.0,228124.0,366259.0
NY,1985,Flooding,1.0,510,1532682.1199999999,538940.71,0.0,1940089.0,812323.0
NY,1985,Flooding,2.0,13,29822.940000000002,17633.17,0.0,39364.0,32057.0
NY,1985,Flooding,3.0,21,189619.04,5005.15,0.0,261355.0,34036.0
NY,1985,Flooding,4.0,24,278609.32,80920.91,0.0,300364.0,106336.0
NY,1985,Hurricane Gloria,1.0,2393,6331301.39,1930383.18,0.0,9554818.0,2924124.0
NY,1985,Hurricane Gloria,2.0,178,411203.56,116302.55,0.0,525960.0,164199.0
NY,1985,Hurricane Gloria,3.0,27,144410.99,13480.95,0.0,156630.0,16107.0
NY,1985,Hurricane Gloria,4.0,108,864210.17,370569.35,0.0,976219.0,438924.0
NY,1987,Flooding,1.0,214,704688.94,184985.2,0.0,989875.0,517241.0
NY,1987,Flooding,2.0,20,61712.32000000001,5860.48,0.0,69617.0,9365.0
NY,1987,Flooding,3.0,3,3971.87,4392.63,0.0,6017.0,7375.0
NY,1987,Flooding,4.0,60,251930.41,378561.8,0.0,466481.0,420057.0
NY,1991,"The ""Halloween"" Storm",1.0,3185,26061952.99,4883821.91,0.0,32434857.0,15990577.0
NY,1991,"The ""Halloween"" Storm",2.0,168,1433880.74,290820.81,0.0,1745725.0,537933.0
NY,1991,"The ""Halloween"" Storm",3.0,32,227429.96,35831.61,0.0,252331.0,43701.0
NY,1991,"The ""Halloween"" Storm",4.0,106,1971410.83,480457.89,0.0,2240400.0,609471.0
NY,1991,"The ""Halloween"" Storm",6.0,5,71473.38,1660.0,0.0,75973.0,2160.0
NY,1992,December Storm - Nor'easter,1.0,7782,75321666.1,12741354.77,0.0,85793012.0,17072590.0
NY,1992,December Storm - Nor'easter,2.0,706,5849070.32,828701.13,0.0,6627165.0,1064270.0
NY,1992,December Storm - Nor'easter,3.0,168,1820052.84,81176.37,0.0,2385992.0,100289.0
NY,1992,December Storm - Nor'easter,4.0,391,8668530.56,3128165.96,0.0,10867421.0,5845556.0
NY,1992,December Storm - Nor'easter,6.0,14,165005.32,23227.4,0.0,179804.0,24228.0
NY,1993,Blizzard of 1993,1.0,1322,12404969.38,1913853.43,0.0,14524972.0,2537056.0
NY,1993,Blizzard of 1993,2.0,86,550278.8,106744.86,0.0,609577.0,133510.0
NY,1993,Blizzard of 1993,3.0,25,107306.05,23405.13,0.0,119633.0,35023.0
NY,1993,Blizzard of 1993,4.0,81,647198.0,256070.95,0.0,789530.0,319239.0
NY,1996,Flooding,1.0,2268,14290727.82,3544031.38,0.0,17292755.0,5199061.0
