state,yearOfLoss,floodEvent,occupancyType,count,amountPaidOnBuildingClaim,amountPaidOnContentsClaim,amountPaidOnIncreasedCostOfComplianceClaim,buildingDamageAmount,contentsDamageAmount
FL,1991,Flooding,1.0,934,2175965.96,678084.69,0.0,2825358.0,973679.0
FL,1991,Flooding,2.0,50,151575.98,61856.87,0.0,182562.0,66356.0
FL,1991,Flooding,3.0,92,503651.98,16392.51,0.0,551372.0,26431.0
FL,1991,Flooding,4.0,100,821116.3099999999,507881.04,0.0,935767.0,577960.0
FL,1992,Flooding,1.0,1516,8333000.03,2400884.33,0.0,11642277.0,3195432.0
FL,1992,Flooding,2.0,182,581115.18,94493.12,0.0,701165.0,127196.0
FL,1992,Flooding,3.0,131,680183.56,56348.54,0.0,737923.0,72412.0
FL,1992,Flooding,4.0,94,245676.83,223236.57,0.0,491275.0,262815.0
FL,1992,Hurricane Andrew,1.0,7605,87255074.68,27067766.5,0.0,97098074.0,37804586.0
FL,1992,Hurricane Andrew,2.0,235,903959.18,130395.57,0.0,1009936.0,164883.0
FL,1992,Hurricane Andrew,3.0,652,13843000.25,997618.08,0.0,16452959.0,1324670.0
FL,1992,Hurricane Andrew,4.0,373,6531705.55,3083957.08,0.0,7764809.0,3929546.0
FL,1992,Hurricane Andrew,6.0,1,250000.0,0.0,0.0,251000.0,0.0
FL,1993,Blizzard of 1993,1.0,8644,123721732.41,44713516.69,0.0,136000458.0,59953423.0
FL,1993,Blizzard of 1993,2.0,595,7870016.01,1305338.18,0.0,9103595.0,1743122.0
FL,1993,Blizzard of 1993,3.0,555,9017159.32,1782434.89,0.0,10255493.0,2311935.0
FL,1993,Blizzard of 1993,4.0,416,5560140.29,2305224.13,0.0,6913948.0,3169659.0
FL,1993,Blizzard of 1993,6.0,2,124723.6,71528.17,0.0,142612.0,97294.0
FL,1994,Tropical Storm Alberto,1.0,278,3136779.46,782378.5,0.0,3814237.0,1068083.0
FL,1994,Tropical Storm Alberto,2.0,34,767.77,0.0,0.0,1267.0,0.0
FL,1994,Tropical Storm Alberto,3.0,8,10688.6,0.0,0.0,11688.0,0.0
FL,1994,Tropical Storm Alberto,4.0,14,146710.32,43337.02,0.0,188521.0,70780.0
FL,1995,Flooding,1.0,753,1473109.17,415851.57,0.0,2161214.0,534585.0
FL,1995,Flooding,2.0,32,61275.53,6031.31,0.0,72260.0,14564.0
FL,1995,Flooding,3.0,64,46038.979999999996,2544.75,0.0,63597.0,7796.0
FL,1995,Flooding,4.0,64,162597.03999999998,7908.79,0.0,187889.0,14489.0
FL,1995,Flooding,6.0,4,8985.37,177.9,0.0,9485.0,678.0
FL,1995,Hurricane Opal,1.0,7855,150998140.25,44705355.71,0.0,168405462.0,62590395.0
FL,1995,Hurricane Opal,2.0,984,23354400.57,2589894.59,0.0,25306636.0,3482704.0
FL,1995,Hurricane Opal,3.0,2208,93790552.15,7858460.88,0.0,100078195.0,11098047.0
FL,1995,Hurricane Opal,4.0,949,51692864.57,13874035.77,0.0,62528690.0,16945826.0
FL,1995,Hurricane Opal,6.0,2,21628.22,0.0,0.0,26619.0,0.0
FL,1996,Hurricane Josephine,1.0,6373,61571867.43,25555316.89,0.0,71423462.0,33818421.0
FL,1996,Hurricane Josephine,2.0,500,4984596.35,704776.48,0.0,5989698.0,986786.0
FL,1996,Hurricane Josephine,3.0,319,3350312.26,609114.66,0.0,3864204.0,862846.0
FL,1996,Hurricane Josephine,4.0,349,4175759.19,1583411.09,0.0,5784605.0,2485905.0
FL,1996,Hurricane Josephine,6.0,6,53665.95,7486.05,0.0,73861.0,9323.0
FL,1997,Flooding,1.0,394,1323514.01,482706.89,0.0,1521236.0,558941.0
FL,1997,Flooding,2.0,15,45890.19,9417.28,0.0,53538.0,11921.0
FL,1997,Flooding,3.0,13,12685.08,2500.0,0.0,16959.0,3496.0
FL,1997,Flooding,4.0,28,101884.51,300440.27,0.0,112616.0,317015.0
FL,1998,Flooding,1.0,272,868623.3,200202.85,13930.64,1135428.0,264554.0
FL,1998,Flooding,2.0,23,209525.28,26571.440000000002,0.0,250970.0,31370.0
FL,1998,Flooding,3.0,32,82185.04,7341.5599999999995,0.0,100798.0,11771.0
FL,1998,Flooding,4.0,28,391324.38,508000.02,0.0,407327.0,640220.0
FL,1998,Hurricane Earl,1.0,352,2380633.41,610843.32,0.0,2646304.0,754541.0
FL,1998,Hurricane Earl,2.0,19,151767.75,48377.54,0.0,164992.0,54351.0
FL,1998,Hurricane Earl,3.0,19,161152.81,15253.710000000001,0.0,167571.0,18114.0
FL,1998,Hurricane Earl,4.0,57,485922.64999999997,148571.19999999998,0.0,558570.0,195296.0
FL,1998,Hurricane Georges (Keys),1.0,5941,23341439.29,7083126.19,470159.53,26030915.0,9006130.0
FL,1998,Hurricane Georges (Keys),2.0,425,2782181.28,553667.51,15000.0,3029646.0,656805.0
FL,1998,Hurricane Georges (Keys),3.0,257,1882788.6,281990.15,0.0,1967530.0,335784.0
FL,1998,Hurricane Georges (Keys),4.0,599,5375139.75,1392498.03,29517.379999999997,5774357.0,1661767.0
FL,1998,Hurricane Georges (Keys),6.0,8,798.0,0.0,0.0,2165.0,0.0
FL,1998,Hurricane Georges (Panhandle),1.0,2082,10058833.29,3408734.96,58450.0,11337602.0,4299328.0
FL,1998,Hurricane Georges (Panhandle),2.0,201,885736.2,98525.8,0.0,1008874.0,128111.0
FL,1998,Hurricane Georges (Panhandle),3.0,653,4321177.35,156298.81,15000.0,4963732.0,500281.0
FL,1998,Hurricane Georges (Panhandle),4.0,275,3261791.5100000002,972167.76,15000.0,3629059.0,1170336.0
FL,1998,Hurricane Georges (Panhandle),6.0,2,0.0,0.0,0.0,0.0,0.0
FL,1998,Tropical Storm Mitch,1.0,114,506917.4,156306.01,0.0,544922.0,191235.0
FL,1998,Tropical Storm Mitch,2.0,3,26937.36,1799.14,0.0,28938.0,3801.0
FL,1998,Tropical Storm Mitch,3.0,10,14225.52,1093.45,0.0,25172.0,11094.0
FL,1998,Tropical Storm Mitch,4.0,12,12112.79,37196.04,0.0,23343.0,37697.0
FL,1999,Hurricane Floyd,1.0,431,1174896.72,259047.82,0.0,1313417.0,344641.0
FL,1999,Hurricane Floyd,2.0,51,209540.12,15307.58,0.0,269367.0,24702.0
FL,1999,Hurricane Floyd,3.0,33,244784.38,15022.99,0.0,264883.0,19124.0
FL,1999,Hurricane Floyd,4.0,50,938370.69,331166.72,0.0,983860.0,343552.0
FL,1999,Hurricane Floyd,6.0,1,0.0,0.0,0.0,0.0,0.0
FL,1999,Hurricane Irene,1.0,18254,60679678.8,23239775.1,0.0,70878234.0,29356992.0
FL,1999,Hurricane Irene,2.0,727,3296102.03,721407.8,0.0,3679091.0,919214.0
FL,1999,Hurricane Irene,3.0,1291,8938884.2,624165.2,0.0,9762951.0,739569.0
FL,1999,Hurricane Irene,4.0,905,13004732.98,6910988.13,0.0,13708510.0,8139247.0
FL,1999,Hurricane Irene,6.0,15,409839.77,88991.73999999999,0.0,433959.0,96084.0
FL,2000,Flooding,1.0,9652,56934599.09,29712752.33,0.0,63287331.0,35474909.0
FL,2000,Flooding,2.0,732,10315324.64,2581235.41,0.0,11169996.0,2890436.0
FL,2000,Flooding,3.0,780,19382559.27,738115.38,0.0,20213305.0,844485.0
FL,2000,Flooding,4.0,940,19448660.87,18675534.53,0.0,20088250.0,21104096.0
FL,2000,Flooding,6.0,23,491301.03,3099.14,0.0,591098.0,3599.0
FL,2000,Hurricane Gordon,1.0,344,1465714.07,448881.13,20000.0,1657958.0,559825.0
FL,2000,Hurricane Gordon,2.0,53,364349.33,57998.46,20000.0,420603.0,75571.0
FL,2000,Hurricane Gordon,3.0,39,147222.02,36905.47,0.0,164713.0,50654.0
FL,2000,Hurricane Gordon,4.0,25,174603.84,95594.46,0.0,193569.0,110007.0
FL,2000,Hurricane Gordon,6.0,2,3500.09,0.0,0.0,5499.0,0.0
FL,2001,Torrential rain,1.0,2509,17702981.25,5785365.25,38005.5,19773917.0,6812945.0
FL,2001,Torrential rain,2.0,347,2976083.14,561533.13,0.0,3482049.0,696664.0
FL,2001,Torrential rain,3.0,308,2549775.77,247434.28,0.0,2799961.0,327605.0
FL,2001,Torrential rain,4.0,227,3285399.18,1528632.81,80000.0,3500076.0,1705327.0
FL,2001,Torrential rain,6.0,9,65946.31999999999,7423.46,0.0,71856.0,8339.0
FL,2001,Tropical Storm Allison,1.0,164,1010288.69,199996.06,0.0,1090569.0,224272.0
FL,2001,Tropical Storm Allison,2.0,8,1233.77,0.0,0.0,12926.0,0.0
FL,2001,Tropical Storm Allison,3.0,21,465227.93,0.0,0.0,501727.0,1.0
FL,2001,Tropical Storm Allison,4.0,17,258319.78,57819.46000000001,0.0,280476.0,59886.0
FL,2001,Tropical Storm Allison,6.0,1,4848.08,0.0,0.0,5348.0,0.0
FL,2001,Tropical Storm Barry,1.0,103,220101.46,54459.52,0.0,244018.0,66748.0
FL,2001,Tropical Storm Barry,2.0,4,2925.4,0.0,0.0,3926.0,300.0
FL,2001,Tropical Storm Barry,3.0,7,17259.8,0.0,0.0,19381.0,0.0
FL,2001,Tropical Storm Barry,4.0,12,84398.19,21171.08,0.0,86899.0,26622.0
FL,2001,Tropical Storm Barry,6.0,3,0.0,0.0,0.0,0.0,0.0
FL,2002,Tropical Storm Isidore,1.0,190,906621.18,373971.62,0.0,1078628.0,419619.0
FL,2002,Tropical Storm Isidore,2.0,23,28697.35,2155.21,0.0,41850.0,3881.0
FL,2002,Tropical Storm Isidore,3.0,21,42820.590000000004,5511.2,0.0,50785.0,6512.0
FL,2002,Tropical Storm Isidore,4.0,14,92813.73000000001,12886.39,0.0,105227.0,16885.0
FL,2004,Hurricane Charley,1.0,3729,16431975.36,4164337.4,78492.0,18522577.0,5472712.0
FL,2004,Hurricane Charley,2.0,614,7233524.7,1414341.49,30000.0,7838392.0,1730523.0
FL,2004,Hurricane Charley,3.0,653,8334365.890000001,679535.73,30000.0,8879719.0,845879.0
FL,2004,Hurricane Charley,4.0,490,7280751.11,2678756.43,30000.0,7753901.0,3137379.0
FL,2004,Hurricane Charley,6.0,48,1056403.8199999998,723936.3400000001,0.0,1080204.0,813164.0
FL,2004,Hurricane Frances,1.0,7312,87921839.45,22401800.93,1614399.92,94273825.0,26070336.0
FL,2004,Hurricane Frances,2.0,355,4902244.84,320189.59,0.0,5110642.0,392566.0
FL,2004,Hurricane Frances,3.0,799,21288038.47,1649672.7,0.0,21801774.0,1836579.0
FL,2004,Hurricane Frances,4.0,516,10149345.34,3101351.11,45000.0,10725990.0,3339663.0
FL,2004,Hurricane Frances,6.0,20,350214.05000000005,121415.59000000001,0.0,359774.0,144294.0
FL,2004,Hurricane Ivan,1.0,9208,520151795.71,152986423.84,14093442.94,550634265.0,183358885.0
FL,2004,Hurricane Ivan,2.0,659,24836850.6,3081631.49,1071958.82,25873245.0,3459633.0
FL,2004,Hurricane Ivan,3.0,2379,172633928.88,11359631.8,439308.94,174984584.0,14331106.0
FL,2004,Hurricane Ivan,4.0,644,45617906.76,14140364.87,225650.0,49424763.0,16398474.0
FL,2004,Hurricane Ivan,6.0,44,4948615.55,1153952.4,0.0,6333633.0,1283346.0
FL,2004,Hurricane Jeanne,1.0,5217,50088020.18,10149367.97,803174.24,55113657.0,12334754.0
FL,2004,Hurricane Jeanne,2.0,250,2825942.36,271937.58,0.0,3100169.0,329161.0
FL,2004,Hurricane Jeanne,3.0,586,17969195.57,1349994.4,0.0,18250803.0,1506832.0
FL,2004,Hurricane Jeanne,4.0,373,8000466.26,1929521.31,30000.0,8664629.0,2159948.0
FL,2004,Hurricane Jeanne,6.0,19,336939.18,222673.3,0.0,374843.0,240524.0
FL,2005,Hurricane Dennis,1.0,3290,55902910.69,7898418.32,1630309.3,60566162.0,9404729.0
FL,2005,Hurricane Dennis,2.0,272,6292808.09,132432.8,5304.0,6676758.0,159683.0
FL,2005,Hurricane Dennis,3.0,558,31141357.18,900076.98,60000.0,31945607.0,1002255.0
FL,2005,Hurricane Dennis,4.0,291,7215680.96,1568681.83,10000.0,8332784.0,1851697.0
FL,2005,Hurricane Dennis,6.0,24,746011.55,270860.48,0.0,763977.0,335764.0
FL,2005,Hurricane Katrina,1.0,6620,65343523.2,21082191.28,0.0,67941116.0,23740176.0
FL,2005,Hurricane Katrina,2.0,236,2008633.91,124372.98,0.0,2107944.0,141588.0
FL,2005,Hurricane Katrina,3.0,268,5944863.47,81911.16,0.0,6171051.0,101063.0
FL,2005,Hurricane Katrina,4.0,221,6860525.83,1907361.6600000001,0.0,7146514.0,2004009.0
FL,2005,Hurricane Katrina,6.0,13,301842.71,669078.01,0.0,308114.0,742622.0
FL,2005,Hurricane Wilma,1.0,13901,221167169.81,39652104.4,1587068.72,231445696.0,48182025.0
FL,2005,Hurricane Wilma,2.0,828,20587319.63,1590605.84,30000.0,21173373.0,1946715.0
FL,2005,Hurricane Wilma,3.0,702,13845045.06,389331.45,0.0,14873070.0,433469.0
FL,2005,Hurricane Wilma,4.0,1042,43863022.55,12272790.790000001,16870.95,48211738.0,14783158.0
FL,2005,Hurricane Wilma,6.0,84,2690453.15,454940.63,0.0,2841491.0,518580.0
FL,2006,Tropical Storm Alberto,1.0,113,1344470.95,340785.52,0.0,1437100.0,416794.0
FL,2006,Tropical Storm Alberto,2.0,11,129105.23999999999,10667.21,0.0,130391.0,13782.0
FL,2006,Tropical Storm Alberto,4.0,16,284250.38,65152.86,0.0,304976.0,83154.0
FL,2006,Tropical Storm Alberto,6.0,5,178916.05000000002,37490.61,0.0,187917.0,46492.0
FL,2008,Hurricane Ike,1.0,52,622789.31,24754.98,0.0,671058.0,30269.0
FL,2008,Hurricane Ike,2.0,4,7385.05,0.0,0.0,9297.0,0.0
FL,2008,Hurricane Ike,3.0,21,175693.26,3036.37,0.0,181718.0,4887.0
FL,2008,Hurricane Ike,4.0,2,5489.44,0.0,0.0,5990.0,0.0
FL,2008,Tropical Storm Fay,1.0,2990,37106254.72,8334940.56,362228.7,38295612.0,9648939.0
FL,2008,Tropical Storm Fay,2.0,101,880873.07,97733.70999999999,4575.0,921998.0,113758.0
FL,2008,Tropical Storm Fay,3.0,214,618936.28,42954.44,0.0,2820922.0,46424.0
FL,2008,Tropical Storm Fay,4.0,132,4116377.8000000003,1802117.22,0.0,4365521.0,1973032.0
FL,2008,Tropical Storm Fay,6.0,16,912768.2100000001,163889.12,0.0,1054386.0,172554.0
FL,2009,Low pressure system,1.0,747,9812244.17,2115864.94,30000.0,9870816.0,2385928.0
FL,2009,Low pressure system,2.0,18,228518.43,25782.249999999996,0.0,236282.0,27284.0
FL,2009,Low pressure system,3.0,28,1079812.72,6297.78,0.0,1111060.0,10479.0
FL,2009,Low pressure system,4.0,42,1173284.13,506681.73000000004,0.0,1213909.0,522033.0
FL,2009,Low pressure system,6.0,5,55694.37000000001,3093.73,0.0,59182.0,3594.0
FL,2012,Hurricane Isaac,1.0,1101,3967407.93,545971.38,30000.0,4785774.0,821660.0
FL,2012,Hurricane Isaac,2.0,16,35085.83,377.79,0.0,42680.0,3248.0
FL,2012,Hurricane Isaac,3.0,39,414769.87,2111.32,0.0,443393.0,4435.0
FL,2012,Hurricane Isaac,4.0,22,196978.44,56084.0,0.0,259172.0,65083.0
FL,2012,Hurricane Isaac,6.0,24,1177307.1,17267.09,0.0,1303227.0,19769.0
FL,2012,Tropical Storm Debby,1.0,2153,29745795.61,6075832.5,275963.1,31924746.0,7439903.0
FL,2012,Tropical Storm Debby,2.0,89,1028662.98,32950.67,0.0,1179846.0,53168.0
FL,2012,Tropical Storm Debby,3.0,119,1942864.22,45692.91,0.0,2111133.0,59598.0
FL,2012,Tropical Storm Debby,4.0,97,1852893.2,355849.27,0.0,2013735.0,660290.0
FL,2012,Tropical Storm Debby,6.0,63,1623397.32,177508.32,0.0,1746477.0,201473.0
FL,2014,Mid-spring storms,1.0,2094,63239939.89,18206839.44,11138.0,62543017.0,20072946.0
FL,2014,Mid-spring storms,2.0,113,3107871.13,95912.69,0.0,3269647.0,129568.0
FL,2014,Mid-spring storms,3.0,154,8344351.88,233742.17,0.0,9170132.0,261622.0
FL,2014,Mid-spring storms,4.0,84,5290873.37,2176440.0,0.0,5759649.0,2368835.0
FL,2014,Mid-spring storms,6.0,130,8628193.85,2481126.35,0.0,9002282.0,2566165.0
FL,2016,Hurricane Hermine,1.0,2005,55770753.79,12752059.82,1023779.38,58734996.0,16085415.0
FL,2016,Hurricane Hermine,2.0,154,4153936.85,591681.2,30000.0,4129784.0,706550.0
FL,2016,Hurricane Hermine,3.0,111,5257663.13,649390.29,0.0,5205878.0,827147.0
FL,2016,Hurricane Hermine,4.0,33,700003.51,81712.96,0.0,769664.0,98691.0
FL,2016,Hurricane Hermine,6.0,157,6307287.33,1159333.62,30000.0,6949946.0,1384661.0
FL,2016,Hurricane Matthew,1.0,4634,127869430.88,27041777.19,1432436.34,126018246.0,31197326.0
FL,2016,Hurricane Matthew,2.0,223,6722581.19,224925.14,15000.0,6985142.0,257239.0
FL,2016,Hurricane Matthew,3.0,292,14165563.55,540569.74,0.0,14058387.0,690094.0
FL,2016,Hurricane Matthew,4.0,49,3031551.27,528465.96,0.0,3191404.0,598741.0
FL,2016,Hurricane Matthew,6.0,278,12691219.51,2153772.5,21086.1,14045420.0,2618436.0
FL,2017,Hurricane Irma,1.0,22790,551474859.16,110750244.0,4858839.51,562787434.0,135192395.0
FL,2017,Hurricane Irma,2.0,1268,38236790.0,2884901.98,245895.2,39916297.0,3745931.0
FL,2017,Hurricane Irma,3.0,2046,119781859.86,3624107.76,252991.74000000002,119645686.0,4272941.0
FL,2017,Hurricane Irma,4.0,433,12990346.18,2829186.52,18197.0,14536328.0,3159877.0
FL,2017,Hurricane Irma,6.0,2218,111705504.36,24994181.82,9800.0,125894695.0,30941878.0
FL,2018,Hurricane Michael,1.0,3708,152743778.47,30369277.78,1514275.35,156353473.0,35496235.0
FL,2018,Hurricane Michael,2.0,142,10707475.04,1984914.6,128509.6,11855913.0,2257321.0
FL,2018,Hurricane Michael,3.0,156,16815842.12,576476.24,0.0,17999395.0,649038.0
FL,2018,Hurricane Michael,4.0,26,1573984.1400000001,229462.65,0.0,1658242.0,284933.0
FL,2018,Hurricane Michael,6.0,259,16141146.41,3720119.5,0.0,18428232.0,4832269.0
FL,2020,Hurricane Eta,1.0,2896,72228793.87,12352070.16,104621.55,72992016.0,15377317.0
FL,2020,Hurricane Eta,2.0,148,6024490.11,234314.9,9447.5,6235769.0,327880.0
FL,2020,Hurricane Eta,3.0,79,2306929.7,235333.33000000002,0.0,2467354.0,296221.0
FL,2020,Hurricane Eta,4.0,21,532335.64,58686.759999999995,0.0,522643.0,68039.0
FL,2020,Hurricane Eta,6.0,142,4417261.03,674121.71,0.0,4610642.0,777741.0
FL,2020,Hurricane Sally,1.0,4022,103762326.99,22735436.78,156917.57,101405621.0,24929613.0
FL,2020,Hurricane Sally,2.0,160,6663161.44,185163.41,0.0,6635648.0,229104.0
FL,2020,Hurricane Sally,3.0,328,10737365.11,183800.21,0.0,10951946.0,229525.0
FL,2020,Hurricane Sally,4.0,66,2142716.81,647395.9,0.0,2225237.0,667372.0
FL,2020,Hurricane Sally,6.0,220,9405312.44,2440085.82,0.0,9508807.0,3110250.0
FL,2021,Hurricane Elsa,1.0,86,2272852.41,348492.19,0.0,2181012.0,437427.0
FL,2021,Hurricane Elsa,2.0,1,27403.66,0.0,0.0,32404.0,0.0
FL,2021,Hurricane Elsa,3.0,4,142376.50999999998,0.0,0.0,148126.0,0.0
FL,2021,Hurricane Elsa,6.0,1,1177.46,0.0,0.0,3177.0,0.0
FL,2021,Tropical Storm Claudette,1.0,10,144472.39,8883.45,0.0,138016.0,13012.0
FL,2021,Tropical Storm Claudette,2.0,1,0.0,2976.98,0.0,0.0,3977.0
FL,2021,Tropical Storm Fred,1.0,69,1969671.48,187190.74,0.0,2035188.0,225163.0
FL,2021,Tropical Storm Fred,2.0,20,1387347.6099999999,8000.0,0.0,1408081.0,9215.0
FL,2021,Tropical Storm Fred,3.0,3,0.0,0.0,0.0,0.0,0.0
FL,2021,Tropical Storm Fred,4.0,1,5976.79,35611.46,0.0,7227.0,36861.0
FL,2021,Tropical Storm Fred,6.0,1,10958.88,0.0,0.0,12209.0,0.0
FL,2021,Tropical Storm Nicholas,1.0,32,442084.63,96575.41999999998,0.0,438112.0,102225.0
FL,2021,Tropical Storm Nicholas,3.0,2,0.0,0.0,0.0,0.0,0.0
FL,2021,Tropical Storm Nicholas,6.0,1,0.0,0.0,0.0,0.0,0.0
FL,2022,Hurricane Ian,1.0,13674,858160857.49,136006856.08,33600.0,790807602.0,153167506.0
FL,2022,Hurricane Ian,2.0,1198,108952927.82,3690956.85,0.0,110632318.0,4137537.0
FL,2022,Hurricane Ian,3.0,1854,244563413.59,10625543.38,0.0,227786080.0,11774687.0
FL,2022,Hurricane Ian,4.0,295,11470456.49,1172425.7,0.0,12322730.0,1373192.0
FL,2022,Hurricane Ian,6.0,604,37562863.79,7707730.29,0.0,45975663.0,11200658.0
FL,2022,Hurricane Ian,11.0,20637,1341059215.0,211967460.4,87295.0,1234653508.0,235887981.0
FL,2022,Hurricane Ian,12.0,751,67923277.72,3114712.66,21664.0,66222263.0,3689125.0
FL,2022,Hurricane Ian,13.0,341,35416938.69,1017904.0,0.0,40520568.0,1173198.0
FL,2022,Hurricane Ian,14.0,1102,37379147.67,6498578.88,9000.0,36609391.0,7321655.0
FL,2022,Hurricane Ian,15.0,2791,463224849.9,1391011.96,0.0,456557194.0,2018021.0
FL,2022,Hurricane Ian,16.0,1958,8697250.93,28079068.39,22124.29,8662820.0,31047023.0
FL,2022,Hurricane Ian,17.0,3,107783.34,5000.0,0.0,120033.0,12793.0
FL,2022,Hurricane Ian,18.0,1716,124668376.2,19425222.9,0.0,154035717.0,23554358.0
FL,2022,Hurricane Ian,19.0,14,0.0,440375.52,0.0,0.0,654236.0
FL,2022,Hurricane Nicole,1.0,287,6518415.22,778075.84,0.0,5882020.0,771881.0
FL,2022,Hurricane Nicole,2.0,29,705445.68,46521.28,0.0,594949.0,48771.0
FL,2022,Hurricane Nicole,3.0,72,1993169.3399999999,57216.479999999996,0.0,1396506.0,59423.0
FL,2022,Hurricane Nicole,4.0,11,190265.64,0.0,0.0,211822.0,0.0
FL,2022,Hurricane Nicole,6.0,19,1311191.98,56423.229999999996,0.0,665874.0,66423.0
FL,2022,Hurricane Nicole,11.0,743,19645067.86,2739616.91,0.0,17449491.0,2676958.0
FL,2022,Hurricane Nicole,12.0,18,241799.01,15735.939999999999,0.0,237177.0,17736.0
FL,2022,Hurricane Nicole,13.0,46,2033063.49,0.0,0.0,1872151.0,472.0
FL,2022,Hurricane Nicole,14.0,46,438395.2,61668.92,0.0,299097.0,42021.0
FL,2022,Hurricane Nicole,15.0,85,1207103.4,0.0,0.0,1048531.0,1.0
FL,2022,Hurricane Nicole,16.0,55,35938.79,470393.45,0.0,44219.0,333809.0
FL,2022,Hurricane Nicole,18.0,106,2772058.09,256630.97,0.0,3033939.0,277640.0
FL,2022,Hurricane Nicole,19.0,1,0.0,0.0,0.0,0.0,0.0
FL,2022,Tropical Storm Alex,1.0,133,1467815.86,130869.59,0.0,1617527.0,200102.0
FL,2022,Tropical Storm Alex,2.0,8,333663.08,19115.05,0.0,310665.0,21365.0
FL,2022,Tropical Storm Alex,3.0,13,379440.15,20937.71,0.0,411761.0,30945.0
FL,2022,Tropical Storm Alex,4.0,4,389413.05,127519.57999999999,0.0,401913.0,130019.0
FL,2022,Tropical Storm Alex,6.0,33,2193135.58,223025.49,0.0,2340282.0,256146.0
FL,2022,Tropical Storm Alex,11.0,48,902035.4199999999,105219.55,0.0,957974.0,133431.0
FL,2022,Tropical Storm Alex,12.0,5,176043.53,0.0,0.0,189044.0,0.0
FL,2022,Tropical Storm Alex,13.0,2,382975.75,0.0,0.0,387976.0,0.0
FL,2022,Tropical Storm Alex,14.0,1,0.0,0.0,0.0,0.0,0.0
FL,2022,Tropical Storm Alex,15.0,4,446517.01999999996,0.0,0.0,422586.0,0.0
FL,2022,Tropical Storm Alex,16.0,1,0.0,11003.43,0.0,0.0,12003.0
FL,2022,Tropical Storm Alex,18.0,9,744790.01,1031.4,0.0,751040.0,2281.0
FL,2022,Tropical Storm Alex,19.0,1,0.0,5868.0,0.0,0.0,7868.0
GA,1994,Flooding,1.0,724,5506968.89,1427111.35,0.0,6244506.0,1995525.0
GA,1994,Flooding,2.0,18,57313.1,0.0,0.0,74279.0,0.0
GA,1994,Flooding,3.0,8,39426.64,0.0,0.0,49296.0,0.0
GA,1994,Flooding,4.0,27,717972.3200000001,499629.08999999997,0.0,796117.0,719291.0
GA,1994,Flooding,6.0,1,1722.46,1001.99,0.0,2223.0,3700.0
GA,1994,Tropical Storm Alberto,1.0,839,25426115.71,2079078.77,0.0,30078492.0,3110660.0
GA,1994,Tropical Storm Alberto,2.0,70,4224357.78,0.0,0.0,4655524.0,0.0
GA,1994,Tropical Storm Alberto,3.0,30,2303639.2199999997,0.0,0.0,2445322.0,0.0
GA,1994,Tropical Storm Alberto,4.0,47,2415403.02,69480.58,0.0,2763770.0,87824.0
GA,1994,Tropical Storm Alberto,6.0,1,150000.0,0.0,0.0,150500.0,0.0
GA,1998,Flooding,1.0,928,9833897.12,1965946.3,60000.0,11240645.0,2566160.0
GA,1998,Flooding,2.0,19,225411.34,28408.39,0.0,284927.0,37452.0
GA,1998,Flooding,3.0,9,292313.35000000003,47368.29,0.0,298634.0,81250.0
GA,1998,Flooding,4.0,67,1692589.36,212047.82,0.0,1821744.0,255842.0
GA,1998,Flooding,6.0,2,91811.75,2018.0,0.0,92977.0,2600.0
GA,1999,Flooding,1.0,970,8983014.51,3514428.25,0.0,9323689.0,4183644.0
GA,1999,Flooding,2.0,57,942509.35,144283.31,0.0,994498.0,166050.0
GA,1999,Flooding,3.0,48,1347032.71,250465.35,0.0,1543102.0,326071.0
GA,1999,Flooding,4.0,82,941745.92,1048013.8,0.0,1049406.0,1122282.0
GA,1999,Flooding,6.0,1,3135.83,1999.76,0.0,3636.0,2500.0
GA,2004,Tropical Storm Ivan,1.0,727,18952610.82,3510283.1,111426.76,19998220.0,3969944.0
GA,2004,Tropical Storm Ivan,2.0,39,1056641.61,49329.53,0.0,1101332.0,53832.0
GA,2004,Tropical Storm Ivan,3.0,39,2174339.72,44762.770000000004,0.0,2223126.0,48263.0
GA,2004,Tropical Storm Ivan,4.0,43,816663.88,185558.26,0.0,896578.0,222263.0
GA,2004,Tropical Storm Ivan,6.0,14,471501.95999999996,440239.19999999995,0.0,486940.0,516901.0
GA,2005,Hurricane Dennis,1.0,256,4510759.71,822531.59,58900.0,4972820.0,968858.0
GA,2005,Hurricane Dennis,2.0,4,55805.89,1504.49,0.0,65943.0,2665.0
GA,2005,Hurricane Dennis,3.0,3,82102.86,0.0,0.0,84103.0,0.0
GA,2005,Hurricane Dennis,4.0,11,199171.35,29599.69,0.0,223509.0,31525.0
GA,2005,Hurricane Dennis,6.0,1,0.0,75000.0,0.0,0.0,92057.0
GA,2009,Late summer storms,1.0,2066,79905999.89,15328259.65,1589526.28,79791295.0,17840501.0
GA,2009,Late summer storms,2.0,77,2548367.99,216655.62,9000.0,2687235.0,243706.0
GA,2009,Late summer storms,3.0,115,7999132.83,44039.9,0.0,9932042.0,46042.0
GA,2009,Late summer storms,4.0,81,9467865.91,3110823.57,58400.0,10554245.0,3856216.0
GA,2009,Late summer storms,6.0,24,3455712.59,830436.46,0.0,3562721.0,822566.0
GA,2011,Hurricane Irene,1.0,1,0.0,0.0,0.0,0.0,0.0
GA,2014,Mid-spring storms,1.0,2,0.0,0.0,0.0,456.0,0.0
